chrm	peak_start	peak_end	TF	peak_enrichment	prom_start	prom_end	promoter	prom_strand	distance	simple_name	class	gene
ZM4	545689	545690	ZMO0199	5868.04	545687	545688	TSS_1291	-	-2	ZMO0199 (LexA)	TF homology	ZMO0548
ZM4	548320	548321	ZMO0199	17.8064	548423	548424	TSS_1299	-	103	ZMO0199 (LexA)	TF homology	ZMO0550
ZM4	550322	550323	ZMO0199	113.346	550473	550474	TSS_1308	-	151	ZMO0199 (LexA)	TF homology	ZMO0553
ZM4	559342	559343	ZMO0199	70.1481	559230	559231	TSS_1328	+	112	ZMO0199 (LexA)	TF homology	ZMO0560
ZM4	591436	591437	ZMO0199	133.936	591469	591470	TSS_1383	-	33	ZMO0199 (LexA)	TF homology	ZMO0588
ZM4	602897	602898	ZMO0199	123.586	603093	603094	TSS_1405	+	-196	ZMO0199 (LexA)	TF homology	ZMO2051
ZM4	619013	619014	ZMO0199	411.212	619099	619100	TSS_1442	+	-86	ZMO0199 (LexA)	TF homology	ZMO0624
ZM4	648341	648342	ZMO0199	68.9256	648223	648224	TSS_1491	-	-118	ZMO0199 (LexA)	TF homology	ZMO0654
ZM4	655150	655151	ZMO0199	61.9312	655078	655079	TSS_1506	+	72	ZMO0199 (LexA)	TF homology	ZMO0661
ZM4	663581	663582	ZMO0199	121.785	663574	663575	TSS_1532	+	7	ZMO0199 (LexA)	TF homology	ZMO0667
ZM4	666135	666136	ZMO0199	15.5833	666131	666132	TSS_1542	+	4	ZMO0199 (LexA)	TF homology	ZMO0672
ZM4	670623	670624	ZMO0199	9826.81	670663	670664	TSS_1550	-	40	ZMO0199 (LexA)	TF homology	ZMO0675
ZM4	672136	672137	ZMO0199	1438.21	672208	672209	TSS_1555	-	72	ZMO0199 (LexA)	TF homology	ZMO0676
ZM4	689704	689705	ZMO0199	126.94	689612	689613	TSS_1577	-	-92	ZMO0199 (LexA)	TF homology	ZMO0691
ZM4	693826	693827	ZMO0199	104.437	693748	693749	TSS_1591	-	-78	ZMO0199 (LexA)	TF homology	ZMO0694
ZM4	707735	707736	ZMO0199	950.812	707767	707768	TSS_1611	-	32	ZMO0199 (LexA)	TF homology	ZMO0709
ZM4	711381	711382	ZMO0199	590.716	711368	711369	TSS_1618	+	13	ZMO0199 (LexA)	TF homology	ZMO0713
ZM4	714621	714622	ZMO0199	527.699	714708	714709	TSS_1621	-	87	ZMO0199 (LexA)	TF homology	ZMO0714
ZM4	760594	760595	ZMO0199	70.3946	760763	760764	TSS_1772	+	-169	ZMO0199 (LexA)	TF homology	ZMO0766
ZM4	764331	764332	ZMO0199	109.519	764204	764205	TSS_1779	+	127	ZMO0199 (LexA)	TF homology	ZMO0767
ZM4	783816	783817	ZMO0199	14.0085	783746	783747	TSS_1798	-	-70	ZMO0199 (LexA)	TF homology	ZMO0784
ZM4	826856	826857	ZMO0199	225.591	826778	826779	TSS_1868	+	78	ZMO0199 (LexA)	TF homology	ZMO0823
ZM4	845353	845354	ZMO0199	92.7627	845509	845510	TSS_1896	+	-156	ZMO0199 (LexA)	TF homology	ZMO0840
ZM4	851742	851743	ZMO0199	102.547	851758	851759	TSS_1898	+	-16	ZMO0199 (LexA)	TF homology	ZMO0844
ZM4	858313	858314	ZMO0199	103.406	858288	858289	TSS_1918	+	25	ZMO0199 (LexA)	TF homology	ZMO0847
ZM4	868404	868405	ZMO0199	42.0592	868592	868593	TSS_1930	-	188	ZMO0199 (LexA)	TF homology	ZMO0855
ZM4	888237	888238	ZMO0199	2.54261	888204	888205	TSS_1972	-	-33	ZMO0199 (LexA)	TF homology	ZMO0875
ZM4	888443	888444	ZMO0199	176.136	888424	888425	TSS_1974	+	19	ZMO0199 (LexA)	TF homology	ZMO0876
ZM4	894355	894356	ZMO0199	1107.17	894384	894385	TSS_1991	-	29	ZMO0199 (LexA)	TF homology	ZMO0882
ZM4	895686	895687	ZMO0199	2321.76	895606	895607	TSS_1998	-	-80	ZMO0199 (LexA)	TF homology	ZMO0884
ZM4	907968	907969	ZMO0199	46.1843	908132	908133	TSS_2020	+	-164	ZMO0199 (LexA)	TF homology	ZMO0899
ZM4	908163	908164	ZMO0199	1098.51	908173	908174	TSS_2021	+	-10	ZMO0199 (LexA)	TF homology	ZMO0899
ZM4	909798	909799	ZMO0199	5.90831	909738	909739	TSS_2023	+	60	ZMO0199 (LexA)	TF homology	ZMO0900
ZM4	932307	932308	ZMO0199	127.598	932413	932414	TSS_2062	-	106	ZMO0199 (LexA)	TF homology	ZMO0914
ZM4	954138	954139	ZMO0199	21500.1	954142	954143	TSS_2106	-	4	ZMO0199 (LexA)	TF homology	ZMO0934
ZM4	966717	966718	ZMO0199	41.6097	966844	966845	TSS_2136	+	-127	ZMO0199 (LexA)	TF homology	ZMO0947
ZM4	968318	968319	ZMO0199	50.9285	968209	968210	TSS_2141	+	109	ZMO0199 (LexA)	TF homology	ZMO0948
ZM4	972461	972462	ZMO0199	85.4937	972262	972263	TSS_2153	-	-199	ZMO0199 (LexA)	TF homology	ZMO0952
ZM4	989738	989739	ZMO0199	63.1456	989699	989700	TSS_2182	+	39	ZMO0199 (LexA)	TF homology	ZMO0972
ZM4	996892	996893	ZMO0199	61.5339	996722	996723	TSS_2196	+	170	ZMO0199 (LexA)	TF homology	ZMO0979
ZM4	1013253	1013254	ZMO0199	88.4351	1013254	1013255	TSS_2233	-	1	ZMO0199 (LexA)	TF homology	ZMO0994
ZM4	1021699	1021700	ZMO0199	156.996	1021550	1021551	TSS_2261	+	149	ZMO0199 (LexA)	TF homology	ZMO1002
ZM4	1030114	1030115	ZMO0199	265.399	1030111	1030112	TSS_2278	+	3	ZMO0199 (LexA)	TF homology	ZMO1010
ZM4	1034511	1034512	ZMO0199	74.7638	1034550	1034551	TSS_2292	-	39	ZMO0199 (LexA)	TF homology	ZMO1015
ZM4	1037255	1037256	ZMO0199	40.677	1037347	1037348	TSS_2297	-	92	ZMO0199 (LexA)	TF homology	ZMO1018
ZM4	1051093	1051094	ZMO0199	66.1157	1050976	1050977	TSS_2331	+	117	ZMO0199 (LexA)	TF homology	ZMO1036
ZM4	1088877	1088878	ZMO0199	441.061	1088746	1088747	TSS_2432	+	131	ZMO0199 (LexA)	TF homology	ZMO1079
ZM4	1094522	1094523	ZMO0199	210.484	1094581	1094582	TSS_2437	+	-59	ZMO0199 (LexA)	TF homology	ZMO1085
ZM4	1098765	1098766	ZMO0199	75.8699	1098806	1098807	TSS_2440	+	-41	ZMO0199 (LexA)	TF homology	ZMO1086
ZM4	1112172	1112173	ZMO0199	340.065	1112201	1112202	TSS_2456	-	29	ZMO0199 (LexA)	TF homology	ZMO1097
ZM4	1115727	1115728	ZMO0199	34.2388	1115701	1115702	TSS_2457	-	-26	ZMO0199 (LexA)	TF homology	ZMO1098
ZM4	1128966	1128967	ZMO0199	79.5344	1129059	1129060	TSS_2493	+	-93	ZMO0199 (LexA)	TF homology	ZMO1113
ZM4	1129375	1129376	ZMO0199	6.85373	1129396	1129397	TSS_2496	+	-21	ZMO0199 (LexA)	TF homology	ZMO1113
ZM4	1129569	1129570	ZMO0199	117.734	1129400	1129401	TSS_2498	+	169	ZMO0199 (LexA)	TF homology	ZMO1113
ZM4	1132809	1132810	ZMO0199	19.559	1132916	1132917	TSS_2506	+	-107	ZMO0199 (LexA)	TF homology	ZMO1116
ZM4	1133076	1133077	ZMO0199	840.409	1132918	1132919	TSS_2507	+	158	ZMO0199 (LexA)	TF homology	ZMO1116
ZM4	1143314	1143315	ZMO0199	5833.35	1143217	1143218	TSS_2518	-	-97	ZMO0199 (LexA)	TF homology	ZMO1124
ZM4	1154169	1154170	ZMO0199	4.06875	1154148	1154149	TSS_2538	-	-21	ZMO0199 (LexA)	TF homology	ZMO1135
ZM4	1154254	1154255	ZMO0199	31.8172	1154148	1154149	TSS_2538	-	-106	ZMO0199 (LexA)	TF homology	ZMO1135
ZM4	1165775	1165776	ZMO0199	91.9237	1165936	1165937	TSS_2578	-	161	ZMO0199 (LexA)	TF homology	ZMO1146
ZM4	1166225	1166226	ZMO0199	151.036	1166155	1166156	TSS_2580	-	-70	ZMO0199 (LexA)	TF homology	ZMO1147
ZM4	1170986	1170987	ZMO0199	63.2905	1170971	1170972	TSS_2591	-	-15	ZMO0199 (LexA)	TF homology	ZMO1149
ZM4	1173765	1173766	ZMO0199	30.251	1173741	1173742	TSS_2594	-	-24	ZMO0199 (LexA)	TF homology	ZMO1153
ZM4	1174641	1174642	ZMO0199	96.6958	1174466	1174467	TSS_2595	-	-175	ZMO0199 (LexA)	TF homology	ZMO1154
ZM4	1175064	1175065	ZMO0199	8.39708	1175072	1175073	TSS_2598	-	8	ZMO0199 (LexA)	TF homology	ZMO1154
ZM4	1175220	1175221	ZMO0199	89.5675	1175072	1175073	TSS_2598	-	-148	ZMO0199 (LexA)	TF homology	ZMO1154
ZM4	1176643	1176644	ZMO0199	23112.2	1176582	1176583	TSS_2618	+	61	ZMO0199 (LexA)	TF homology	ZMO2060
ZM4	1179201	1179202	ZMO0199	148.282	1179384	1179385	TSS_2621	-	183	ZMO0199 (LexA)	TF homology	ZMO1160
ZM4	1184634	1184635	ZMO0199	22590.7	1184635	1184636	TSS_2636	-	1	ZMO0199 (LexA)	TF homology	ZMO1166
ZM4	1230888	1230889	ZMO0199	104.388	1230974	1230975	TSS_2704	-	86	ZMO0199 (LexA)	TF homology	ZMO1205
ZM4	1236275	1236276	ZMO0199	130.458	1236263	1236264	TSS_2716	-	-12	ZMO0199 (LexA)	TF homology	ZMO1209
ZM4	1242143	1242144	ZMO0199	496.606	1242123	1242124	TSS_2746	+	20	ZMO0199 (LexA)	TF homology	ZMO1215
ZM4	1249548	1249549	ZMO0199	68.7792	1249480	1249481	TSS_2775	-	-68	ZMO0199 (LexA)	TF homology	ZMO1222
ZM4	1250537	1250538	ZMO0199	702.984	1250594	1250595	TSS_2779	+	-57	ZMO0199 (LexA)	TF homology	ZMO1225
ZM4	1251291	1251292	ZMO0199	799.094	1251406	1251407	TSS_2789	+	-115	ZMO0199 (LexA)	TF homology	ZMO1227
ZM4	1253906	1253907	ZMO0199	765.41	1253921	1253922	TSS_2797	-	15	ZMO0199 (LexA)	TF homology	ZMO1229
ZM4	1260933	1260934	ZMO0199	306.082	1260890	1260891	TSS_2807	-	-43	ZMO0199 (LexA)	TF homology	ZMO1234
ZM4	1264591	1264592	ZMO0199	13829.6	1264569	1264570	TSS_2830	-	-22	ZMO0199 (LexA)	TF homology	ZMO1237
ZM4	1265584	1265585	ZMO0199	14.9694	1265664	1265665	TSS_2837	-	80	ZMO0199 (LexA)	TF homology	ZMO1240
ZM4	1278665	1278666	ZMO0199	913.186	1278786	1278787	TSS_2859	+	-121	ZMO0199 (LexA)	TF homology	ZMO1261
ZM4	1289114	1289115	ZMO0199	27.9031	1289122	1289123	TSS_2878	-	8	ZMO0199 (LexA)	TF homology	ZMO1271
ZM4	1302888	1302889	ZMO0199	158.447	1302961	1302962	TSS_2909	-	73	ZMO0199 (LexA)	TF homology	ZMO1286
ZM4	1338482	1338483	ZMO0199	200.926	1338535	1338536	TSS_2986	-	53	ZMO0199 (LexA)	TF homology	ZMO1319
ZM4	1347977	1347978	ZMO0199	59.7627	1347978	1347979	TSS_3007	+	-1	ZMO0199 (LexA)	TF homology	ZMO1331
ZM4	1352732	1352733	ZMO0199	83.455	1352574	1352575	TSS_3025	+	158	ZMO0199 (LexA)	TF homology	ZMO1335
ZM4	1353591	1353592	ZMO0199	1144.31	1353460	1353461	TSS_3027	-	-131	ZMO0199 (LexA)	TF homology	Zms4
ZM4	1374724	1374725	ZMO0199	47.8153	1374707	1374708	TSS_3097	-	-17	ZMO0199 (LexA)	TF homology	ZMO1356
ZM4	1377631	1377632	ZMO0199	83.182	1377635	1377636	TSS_3117	-	4	ZMO0199 (LexA)	TF homology	ZMO1360
ZM4	1379716	1379717	ZMO0199	48.851	1379883	1379884	TSS_3124	+	-167	ZMO0199 (LexA)	TF homology	ZMO1365
ZM4	1383982	1383983	ZMO0199	42.2442	1383941	1383942	TSS_3134	+	41	ZMO0199 (LexA)	TF homology	ZMO1369
ZM4	1387879	1387880	ZMO0199	2321.77	1387853	1387854	TSS_3140	-	-26	ZMO0199 (LexA)	TF homology	ZMO1372
ZM4	1413116	1413117	ZMO0199	1850.12	1413085	1413086	TSS_3176	-	-31	ZMO0199 (LexA)	TF homology	ZMO1396
ZM4	1422253	1422254	ZMO0199	32.9544	1422354	1422355	TSS_3194	-	101	ZMO0199 (LexA)	TF homology	ZMO1407
ZM4	1427188	1427189	ZMO0199	3866.27	1427312	1427313	TSS_3222	-	124	ZMO0199 (LexA)	TF homology	ZMO1411
ZM4	1466897	1466898	ZMO0199	882.957	1466925	1466926	TSS_3269	-	28	ZMO0199 (LexA)	TF homology	ZMO1446
ZM4	1475577	1475578	ZMO0199	117.818	1475500	1475501	TSS_3275	+	77	ZMO0199 (LexA)	TF homology	ZMO1456
ZM4	1475991	1475992	ZMO0199	54.4778	1476000	1476001	TSS_3276	+	-9	ZMO0199 (LexA)	TF homology	ZMO1456
ZM4	1494288	1494289	ZMO0199	1399.66	1494144	1494145	TSS_3296	-	-144	ZMO0199 (LexA)	TF homology	ZMO1470
ZM4	1502296	1502297	ZMO0199	91.2291	1502319	1502320	TSS_3310	-	23	ZMO0199 (LexA)	TF homology	ZMO1478
ZM4	1516322	1516323	ZMO0199	15.7821	1516288	1516289	TSS_3336	-	-34	ZMO0199 (LexA)	TF homology	ZMO1488
ZM4	1516542	1516543	ZMO0199	42.0815	1516600	1516601	TSS_3337	-	58	ZMO0199 (LexA)	TF homology	ZMO1488
ZM4	1517074	1517075	ZMO0199	478.13	1517065	1517066	TSS_3342	+	9	ZMO0199 (LexA)	TF homology	ZMO1490
ZM4	1517929	1517930	ZMO0199	87.0433	1517997	1517998	TSS_3369	+	-68	ZMO0199 (LexA)	TF homology	ZMO1491
ZM4	1522829	1522830	ZMO0199	65.0951	1522632	1522633	TSS_3383	+	197	ZMO0199 (LexA)	TF homology	ZMO1496
ZM4	1527009	1527010	ZMO0199	125.669	1527045	1527046	TSS_3390	-	36	ZMO0199 (LexA)	TF homology	ZMO1497
ZM4	1536362	1536363	ZMO0199	276.134	1536286	1536287	TSS_3408	+	76	ZMO0199 (LexA)	TF homology	ZMO1511
ZM4	1565753	1565754	ZMO0199	116.829	1565786	1565787	TSS_3480	+	-33	ZMO0199 (LexA)	TF homology	ZMO1533
ZM4	1573967	1573968	ZMO0199	513.159	1573911	1573912	TSS_3497	+	56	ZMO0199 (LexA)	TF homology	ZMO1540
ZM4	1604673	1604674	ZMO0199	35.9653	1604521	1604522	TSS_3543	-	-152	ZMO0199 (LexA)	TF homology	ZMO1570
ZM4	1626166	1626167	ZMO0199	74.922	1626047	1626048	TSS_3562	+	119	ZMO0199 (LexA)	TF homology	ZMO1586
ZM4	1627054	1627055	ZMO0199	18219.7	1627080	1627081	TSS_3564	+	-26	ZMO0199 (LexA)	TF homology	ZMO1588
ZM4	1636103	1636104	ZMO0199	136.171	1635946	1635947	TSS_3573	-	-157	ZMO0199 (LexA)	TF homology	ZMO1593
ZM4	1648666	1648667	ZMO0199	234.483	1648656	1648657	TSS_3598	-	-10	ZMO0199 (LexA)	TF homology	ZMO1604
ZM4	1654910	1654911	ZMO0199	439.462	1655015	1655016	TSS_3630	+	-105	ZMO0199 (LexA)	TF homology	ZMO1612
ZM4	1657484	1657485	ZMO0199	137.372	1657523	1657524	TSS_3638	-	39	ZMO0199 (LexA)	TF homology	ZMO1615
ZM4	1663392	1663393	ZMO0199	1432.6	1663342	1663343	TSS_3650	+	50	ZMO0199 (LexA)	TF homology	ZMO1622
ZM4	1665315	1665316	ZMO0199	693.24	1665287	1665288	TSS_3655	+	28	ZMO0199 (LexA)	TF homology	ZMO1623
ZM4	1676946	1676947	ZMO0199	29.8668	1676953	1676954	TSS_3667	-	7	ZMO0199 (LexA)	TF homology	ZMO1631
ZM4	1679750	1679751	ZMO0199	399.124	1679692	1679693	TSS_3672	-	-58	ZMO0199 (LexA)	TF homology	ZMO1634
ZM4	1682116	1682117	ZMO0199	308.023	1682128	1682129	TSS_3680	+	-12	ZMO0199 (LexA)	TF homology	ZMO1638
ZM4	1687577	1687578	ZMO0199	378.678	1687584	1687585	TSS_3697	-	7	ZMO0199 (LexA)	TF homology	ZMO1642
ZM4	1697788	1697789	ZMO0199	411.143	1697725	1697726	TSS_3715	+	63	ZMO0199 (LexA)	TF homology	ZMO1650
ZM4	1720942	1720943	ZMO0199	79.9079	1720819	1720820	TSS_3759	-	-123	ZMO0199 (LexA)	TF homology	ZMO1673
ZM4	1721642	1721643	ZMO0199	3173.69	1721797	1721798	TSS_3760	-	155	ZMO0199 (LexA)	TF homology	ZMO1675
ZM4	1729867	1729868	ZMO0199	301.048	1729998	1729999	TSS_3768	+	-131	ZMO0199 (LexA)	TF homology	ZMO1683
ZM4	1742284	1742285	ZMO0199	93.4244	1742186	1742187	TSS_3784	+	98	ZMO0199 (LexA)	TF homology	ZMO1692
ZM4	1746813	1746814	ZMO0199	90.6449	1746817	1746818	TSS_3790	-	4	ZMO0199 (LexA)	TF homology	ZMO1694
ZM4	1748692	1748693	ZMO0199	1431.33	1748683	1748684	TSS_3804	+	9	ZMO0199 (LexA)	TF homology	ZMO1697
ZM4	1758602	1758603	ZMO0199	322.053	1758606	1758607	TSS_3826	+	-4	ZMO0199 (LexA)	TF homology	ZMO1707
ZM4	1761205	1761206	ZMO0199	217.469	1761090	1761091	TSS_3831	+	115	ZMO0199 (LexA)	TF homology	ZMO1711
ZM4	1763461	1763462	ZMO0199	288.794	1763629	1763630	TSS_3832	-	168	ZMO0199 (LexA)	TF homology	ZMO1713
ZM4	1770718	1770719	ZMO0199	97.1797	1770789	1770790	TSS_3879	-	71	ZMO0199 (LexA)	TF homology	ZMO1721
ZM4	1794401	1794402	ZMO0199	5697.19	1794364	1794365	TSS_3925	+	37	ZMO0199 (LexA)	TF homology	ZMO1749
ZM4	1796959	1796960	ZMO0199	1338.6	1796971	1796972	TSS_3940	+	-12	ZMO0199 (LexA)	TF homology	ZMO1751
ZM4	1797502	1797503	ZMO0199	120.867	1797526	1797527	TSS_3956	+	-24	ZMO0199 (LexA)	TF homology	ZMO1752
ZM4	1798045	1798046	ZMO0199	7342.32	1798073	1798074	TSS_3960	+	-28	ZMO0199 (LexA)	TF homology	ZMO1753
ZM4	1802059	1802060	ZMO0199	3204.57	1801999	1802000	TSS_3966	+	60	ZMO0199 (LexA)	TF homology	ZMO1756
ZM4	1812940	1812941	ZMO0199	32.4452	1812784	1812785	TSS_3982	-	-156	ZMO0199 (LexA)	TF homology	ZMO1766
ZM4	1826329	1826330	ZMO0199	67.9174	1826464	1826465	TSS_4004	-	135	ZMO0199 (LexA)	TF homology	ZMO1778
ZM4	1849797	1849798	ZMO0199	609.971	1849748	1849749	TSS_4086	-	-49	ZMO0199 (LexA)	TF homology	ZMO1806
ZM4	1855203	1855204	ZMO0199	281.831	1855211	1855212	TSS_4087	-	8	ZMO0199 (LexA)	TF homology	ZMO1811
ZM4	1864123	1864124	ZMO0199	91.4478	1864306	1864307	TSS_4096	+	-183	ZMO0199 (LexA)	TF homology	ZMO1818
ZM4	1882320	1882321	ZMO0199	199.596	1882292	1882293	TSS_4112	-	-28	ZMO0199 (LexA)	TF homology	ZMO1838
ZM4	1922539	1922540	ZMO0199	54.9013	1922589	1922590	TSS_4158	-	50	ZMO0199 (LexA)	TF homology	ZMO1867
ZM4	1925650	1925651	ZMO0199	3341.19	1925471	1925472	TSS_4168	-	-179	ZMO0199 (LexA)	TF homology	ZMO1870
ZM4	1926135	1926136	ZMO0199	39.1976	1926300	1926301	TSS_4170	-	165	ZMO0199 (LexA)	TF homology	ZMO1871
ZM4	1932283	1932284	ZMO0199	1731.55	1932471	1932472	TSS_4195	+	-188	ZMO0199 (LexA)	TF homology	ZMO1879
ZM4	1945613	1945614	ZMO0199	158.277	1945760	1945761	TSS_4235	-	147	ZMO0199 (LexA)	TF homology	ZMO1892
ZM4	1954458	1954459	ZMO0199	354.109	1954457	1954458	TSS_4254	-	-1	ZMO0199 (LexA)	TF homology	ZMO1901
ZM4	1964231	1964232	ZMO0199	393.604	1964283	1964284	TSS_4292	+	-52	ZMO0199 (LexA)	TF homology	ZMO1912
ZM4	1970297	1970298	ZMO0199	10.4359	1970168	1970169	TSS_4305	-	-129	ZMO0199 (LexA)	TF homology	ZMO1916
ZM4	1973026	1973027	ZMO0199	1448.44	1973025	1973026	TSS_4311	+	1	ZMO0199 (LexA)	TF homology	ZMO1920
ZM4	1977260	1977261	ZMO0199	25.9811	1977370	1977371	TSS_4323	-	110	ZMO0199 (LexA)	TF homology	ZMO1922
ZM4	1980141	1980142	ZMO0199	34.4757	1980115	1980116	TSS_4328	-	-26	ZMO0199 (LexA)	TF homology	ZMO1924
ZM4	1994065	1994066	ZMO0199	13.4177	1994250	1994251	TSS_4371	-	185	ZMO0199 (LexA)	TF homology	ZMO1934
ZM4	2013295	2013296	ZMO0199	448.066	2013493	2013494	TSS_4384	-	198	ZMO0199 (LexA)	TF homology	ZMO1955
ZM4	2031208	2031209	ZMO0199	2084.96	2031059	2031060	TSS_4405	+	149	ZMO0199 (LexA)	TF homology	ZMO1967
ZM4	2034009	2034010	ZMO0199	75.7284	2033975	2033976	TSS_4409	-	-34	ZMO0199 (LexA)	TF homology	ZMO1969
ZM4	2036456	2036457	ZMO0199	17702.1	2036639	2036640	TSS_4412	+	-183	ZMO0199 (LexA)	TF homology	ZMO1974
ZM4	2043025	2043026	ZMO0199	452.033	2043114	2043115	TSS_4414	-	89	ZMO0199 (LexA)	TF homology	ZMO1979
ZM4	2045907	2045908	ZMO0199	6322.79	2045899	2045900	TSS_4417	+	8	ZMO0199 (LexA)	TF homology	ZMO1983
pZM32	4545	4546	ZMO0199	230.183	4389	4390	TSS_4433	+	156	ZMO0199 (LexA)	TF homology	ZMOp32x002
pZM32	18415	18416	ZMO0199	1957.79	18516	18517	TSS_4463	-	101	ZMO0199 (LexA)	TF homology	ZMOp32x017
pZM33	4574	4575	ZMO0199	137.597	4574	4575	TSS_4504	-	0	ZMO0199 (LexA)	TF homology	ZMOp33x008
pZM33	13398	13399	ZMO0199	54.8416	13446	13447	TSS_4522	+	-48	ZMO0199 (LexA)	TF homology	ZMOp33x018
pZM33	16614	16615	ZMO0199	70.9357	16701	16702	TSS_4525	-	87	ZMO0199 (LexA)	TF homology	ZMOp33x020
pZM33	23366	23367	ZMO0199	164.678	23295	23296	TSS_4553	-	-71	ZMO0199 (LexA)	TF homology	ZMOp33x024
pZM36	13278	13279	ZMO0199	91.3325	13287	13288	TSS_4582	+	-9	ZMO0199 (LexA)	TF homology	ZMOp36x017
pZM36	28800	28801	ZMO0199	476.596	28793	28794	TSS_4604	+	7	ZMO0199 (LexA)	TF homology	ZMOp36x039
pZM39	34917	34918	ZMO0199	95.4952	34728	34729	TSS_4648	-	-189	ZMO0199 (LexA)	TF homology	ZMOp39x030
ZM4	39933	39934	ZMO0203	43.8104	39800	39801	TSS_0043	-	-133	ZMO0203 (MerR)	TF homology	ZMO0037
ZM4	61708	61709	ZMO0203	17.7431	61537	61538	TSS_0081	+	171	ZMO0203 (MerR)	TF homology	ZMO0069
ZM4	154098	154099	ZMO0203	56.2649	154101	154102	TSS_0265	+	-3	ZMO0203 (MerR)	TF homology	ZMO2044
ZM4	163442	163443	ZMO0203	8.87531	163365	163366	TSS_0290	+	77	ZMO0203 (MerR)	TF homology	ZMO0177
ZM4	234169	234170	ZMO0203	18.5863	234091	234092	TSS_0457	+	78	ZMO0203 (MerR)	TF homology	ZMO0238
ZM4	284967	284968	ZMO0203	11.1614	284936	284937	TSS_0562	+	31	ZMO0203 (MerR)	TF homology	ZMO0279
ZM4	285130	285131	ZMO0203	7.37148	285132	285133	TSS_0565	-	2	ZMO0203 (MerR)	TF homology	ZMO0278
ZM4	298068	298069	ZMO0203	36.1367	298017	298018	TSS_0586	-	-51	ZMO0203 (MerR)	TF homology	ZMO0291
ZM4	375929	375930	ZMO0203	17.7772	375886	375887	TSS_0761	+	43	ZMO0203 (MerR)	TF homology	ZMO0369
ZM4	487845	487846	ZMO0203	1.52144	487927	487928	TSS_1008	+	-82	ZMO0203 (MerR)	TF homology	ZMO0492
ZM4	520659	520660	ZMO0203	3.39207	520702	520703	TSS_1117	+	-43	ZMO0203 (MerR)	TF homology	ZMO0517
ZM4	521326	521327	ZMO0203	16.6581	521415	521416	TSS_1123	+	-89	ZMO0203 (MerR)	TF homology	ZMO0518
ZM4	556076	556077	ZMO0203	44.3826	556032	556033	TSS_1326	-	-44	ZMO0203 (MerR)	TF homology	ZMO0556
ZM4	635121	635122	ZMO0203	12.0293	635196	635197	TSS_1465	+	-75	ZMO0203 (MerR)	TF homology	ZMO0642
ZM4	791967	791968	ZMO0203	77.9813	792107	792108	TSS_1806	+	-140	ZMO0203 (MerR)	TF homology	ZMO0791
ZM4	797190	797191	ZMO0203	93.5187	797196	797197	TSS_1808	-	6	ZMO0203 (MerR)	TF homology	ZMO0794
ZM4	820569	820570	ZMO0203	12.9638	820663	820664	TSS_1857	+	-94	ZMO0203 (MerR)	TF homology	ZMO0819
ZM4	824488	824489	ZMO0203	472.162	824509	824510	TSS_1863	+	-21	ZMO0203 (MerR)	TF homology	ZMO0821
ZM4	852907	852908	ZMO0203	143.023	853025	853026	TSS_1909	+	-118	ZMO0203 (MerR)	TF homology	ZMO0845
ZM4	868512	868513	ZMO0203	5.048	868592	868593	TSS_1930	-	80	ZMO0203 (MerR)	TF homology	ZMO0855
ZM4	885080	885081	ZMO0203	23.0994	885260	885261	TSS_1965	+	-180	ZMO0203 (MerR)	TF homology	ZMO0873
ZM4	893235	893236	ZMO0203	3.91412	893129	893130	TSS_1990	-	-106	ZMO0203 (MerR)	TF homology	ZMO0880
ZM4	894462	894463	ZMO0203	13.2702	894384	894385	TSS_1991	-	-78	ZMO0203 (MerR)	TF homology	ZMO0882
ZM4	907300	907301	ZMO0203	12.1125	907176	907177	TSS_2019	+	124	ZMO0203 (MerR)	TF homology	ZMO0896
ZM4	931808	931809	ZMO0203	3.39207	932007	932008	TSS_2061	+	-199	ZMO0203 (MerR)	TF homology	ZMO0915
ZM4	968404	968405	ZMO0203	7.20457	968524	968525	TSS_2143	+	-120	ZMO0203 (MerR)	TF homology	ZMO0949
ZM4	1039554	1039555	ZMO0203	135.553	1039533	1039534	TSS_2301	-	-21	ZMO0203 (MerR)	TF homology	ZMO1020
ZM4	1082098	1082099	ZMO0203	7.43789	1082283	1082284	TSS_2412	-	185	ZMO0203 (MerR)	TF homology	ZMO2059
ZM4	1247567	1247568	ZMO0203	16.4328	1247581	1247582	TSS_2765	-	14	ZMO0203 (MerR)	TF homology	ZMO1220
ZM4	1250912	1250913	ZMO0203	16.9783	1250824	1250825	TSS_2788	+	88	ZMO0203 (MerR)	TF homology	ZMO1226
ZM4	1311138	1311139	ZMO0203	15.8426	1311230	1311231	TSS_2940	-	92	ZMO0203 (MerR)	TF homology	ZMO2015
ZM4	1427793	1427794	ZMO0203	11.9087	1427735	1427736	TSS_3224	-	-58	ZMO0203 (MerR)	TF homology	ZMO1412
ZM4	1432257	1432258	ZMO0203	11.6712	1432209	1432210	TSS_3232	-	-48	ZMO0203 (MerR)	TF homology	ZMO2069
ZM4	1638177	1638178	ZMO0203	14.0608	1638361	1638362	TSS_3584	+	-184	ZMO0203 (MerR)	TF homology	ZMO1598
ZM4	1734843	1734844	ZMO0203	5.96988	1734703	1734704	TSS_3772	+	140	ZMO0203 (MerR)	TF homology	ZMO1686
