chrm	peak_start	peak_end	TF	peak_enrichment	gene_start	gene	gene_strand	distance	simple_name	class
ZM4	498205	498206	ZMO0199	1034.68	498331	ZMO1_ZMO0497	-	126	ZMO0199 (LexA)	TF homology
ZM4	498477	498478	ZMO0199	156.9	498536	glmU	+	-59	ZMO0199 (LexA)	TF homology
ZM4	507988	507989	ZMO0199	349.672	507965	rluC_1	+	23	ZMO0199 (LexA)	TF homology
ZM4	516070	516071	ZMO0199	352.509	516150	rpsG	+	-80	ZMO0199 (LexA)	TF homology
ZM4	516308	516309	ZMO0199	27.4147	516150	rpsG	+	158	ZMO0199 (LexA)	TF homology
ZM4	521354	521355	ZMO0199	163.964	521512	rplD	+	-158	ZMO0199 (LexA)	TF homology
ZM4	523249	523250	ZMO0199	1652.49	523283	ZMO1_ZMO2004	+	-34	ZMO0199 (LexA)	TF homology
ZM4	525930	525931	ZMO0199	40.9158	526040	rplX	+	-110	ZMO0199 (LexA)	TF homology
ZM4	526914	526915	ZMO0199	428.919	526972	rpsN	+	-58	ZMO0199 (LexA)	TF homology
ZM4	534965	534966	ZMO0199	1576.4	534912	rplQ	+	53	ZMO0199 (LexA)	TF homology
ZM4	545689	545690	ZMO0199	5868.04	545618	ZMO1_ZMO0548	-	-71	ZMO0199 (LexA)	TF homology
ZM4	548320	548321	ZMO0199	17.8064	548400	rpsO	-	80	ZMO0199 (LexA)	TF homology
ZM4	550322	550323	ZMO0199	113.346	550356	rbfA	-	34	ZMO0199 (LexA)	TF homology
ZM4	559342	559343	ZMO0199	70.1481	559252	hisC3	+	90	ZMO0199 (LexA)	TF homology
ZM4	563066	563067	ZMO0199	209.503	563120	hisC4	+	-54	ZMO0199 (LexA)	TF homology
ZM4	589644	589645	ZMO0199	905.051	589686	trpB	-	42	ZMO0199 (LexA)	TF homology
ZM4	591436	591437	ZMO0199	133.936	591469	ZMO1_ZMO0588	-	33	ZMO0199 (LexA)	TF homology
ZM4	609111	609112	ZMO0199	20708.6	608968	ZMO1_ZMO0606	-	-143	ZMO0199 (LexA)	TF homology
ZM4	610295	610296	ZMO0199	48.0624	610131	flgI	-	-164	ZMO0199 (LexA)	TF homology
ZM4	619013	619014	ZMO0199	411.212	619200	flhA	+	-187	ZMO0199 (LexA)	TF homology
ZM4	627211	627212	ZMO0199	110.853	627410	fliE	+	-199	ZMO0199 (LexA)	TF homology
ZM4	630791	630792	ZMO0199	906.254	630667	fliH	+	124	ZMO0199 (LexA)	TF homology
ZM4	647998	647999	ZMO0199	9058.13	647919	add1	+	79	ZMO0199 (LexA)	TF homology
ZM4	663581	663582	ZMO0199	121.785	663633	atpB	+	-52	ZMO0199 (LexA)	TF homology
ZM4	665275	665276	ZMO0199	6112.98	665344	atpF	+	-69	ZMO0199 (LexA)	TF homology
ZM4	666135	666136	ZMO0199	15.5833	666137	uvrC	+	-2	ZMO0199 (LexA)	TF homology
ZM4	680730	680731	ZMO0199	186.06	680698	ZMO1_ZMO0684	+	32	ZMO0199 (LexA)	TF homology
ZM4	693826	693827	ZMO0199	104.437	693720	ZMO1_ZMO0694	-	-106	ZMO0199 (LexA)	TF homology
ZM4	707735	707736	ZMO0199	950.812	707657	ZMO1_ZMO0710	+	78	ZMO0199 (LexA)	TF homology
ZM4	714621	714622	ZMO0199	527.699	714674	rnd2	-	53	ZMO0199 (LexA)	TF homology
ZM4	746949	746950	ZMO0199	39.3876	747007	ZMO1_ZMO0747	+	-58	ZMO0199 (LexA)	TF homology
ZM4	750546	750547	ZMO0199	2192.23	750573	ZMO1_ZMO0751	+	-27	ZMO0199 (LexA)	TF homology
ZM4	764331	764332	ZMO0199	109.519	764453	ZMO1_ZMO0767	+	-122	ZMO0199 (LexA)	TF homology
ZM4	783816	783817	ZMO0199	14.0085	783746	gatC	-	-70	ZMO0199 (LexA)	TF homology
ZM4	788889	788890	ZMO0199	2010.37	788772	ZMO1_ZMO0789	+	117	ZMO0199 (LexA)	TF homology
ZM4	792870	792871	ZMO0199	746.948	793064	pyrC1	+	-194	ZMO0199 (LexA)	TF homology
ZM4	841468	841469	ZMO0199	137.597	841454	ftsQ	+	14	ZMO0199 (LexA)	TF homology
ZM4	845353	845354	ZMO0199	92.7627	845509	ZMO1_ZMO0840	+	-156	ZMO0199 (LexA)	TF homology
ZM4	851742	851743	ZMO0199	102.547	851926	ZMO1_ZMO0844	+	-184	ZMO0199 (LexA)	TF homology
ZM4	858313	858314	ZMO0199	103.406	858415	oprB2	+	-102	ZMO0199 (LexA)	TF homology
ZM4	868404	868405	ZMO0199	42.0592	868355	ispA2	-	-49	ZMO0199 (LexA)	TF homology
ZM4	879185	879186	ZMO0199	76.9866	879105	hpnB	+	80	ZMO0199 (LexA)	TF homology
ZM4	888237	888238	ZMO0199	2.54261	888141	ispH	-	-96	ZMO0199 (LexA)	TF homology
ZM4	888443	888444	ZMO0199	176.136	888637	hpnM	+	-194	ZMO0199 (LexA)	TF homology
ZM4	894355	894356	ZMO0199	1107.17	894296	mcpA2	-	-59	ZMO0199 (LexA)	TF homology
ZM4	895686	895687	ZMO0199	2321.76	895529	rplM	-	-157	ZMO0199 (LexA)	TF homology
ZM4	896644	896645	ZMO0199	4580.42	896838	ZMO1_ZMO0886	-	194	ZMO0199 (LexA)	TF homology
ZM4	908163	908164	ZMO0199	1098.51	908274	ZMO1_ZMO0899	+	-111	ZMO0199 (LexA)	TF homology
ZM4	909798	909799	ZMO0199	5.90831	909963	gltX1	+	-165	ZMO0199 (LexA)	TF homology
ZM4	913911	913912	ZMO0199	139.625	913840	ZMO1_ZMO0902	-	-71	ZMO0199 (LexA)	TF homology
ZM4	932307	932308	ZMO0199	127.598	932379	folD	-	72	ZMO0199 (LexA)	TF homology
ZM4	949806	949807	ZMO0199	268.685	949808	ZMO1_ZMO2007	+	-2	ZMO0199 (LexA)	TF homology
ZM4	953087	953088	ZMO0199	23000.9	953062	ZMO1_ZMO0931	-	-25	ZMO0199 (LexA)	TF homology
ZM4	954138	954139	ZMO0199	21500.1	954115	zliE	-	-23	ZMO0199 (LexA)	TF homology
ZM4	964422	964423	ZMO0199	572.108	964316	ZMO1_ZMOt018	+	106	ZMO0199 (LexA)	TF homology
ZM4	968318	968319	ZMO0199	50.9285	968238	clpP	+	80	ZMO0199 (LexA)	TF homology
ZM4	972461	972462	ZMO0199	85.4937	972262	ZMO1_ZMO0952	-	-199	ZMO0199 (LexA)	TF homology
ZM4	974950	974951	ZMO0199	201.518	975074	cytB	+	-124	ZMO0199 (LexA)	TF homology
ZM4	987557	987558	ZMO0199	3541.81	987503	ZMO1_ZMO0970	+	54	ZMO0199 (LexA)	TF homology
ZM4	989738	989739	ZMO0199	63.1456	989763	ZMO1_ZMO0972	+	-25	ZMO0199 (LexA)	TF homology
ZM4	996892	996893	ZMO0199	61.5339	997005	ZMO1_ZMO0979	+	-113	ZMO0199 (LexA)	TF homology
ZM4	1013253	1013254	ZMO0199	88.4351	1013187	ZMO1_ZMO0994	-	-66	ZMO0199 (LexA)	TF homology
ZM4	1021699	1021700	ZMO0199	156.996	1021678	glmM	+	21	ZMO0199 (LexA)	TF homology
ZM4	1032922	1032923	ZMO0199	6.773	1033017	ZMO1_ZMO1013	-	95	ZMO0199 (LexA)	TF homology
ZM4	1033109	1033110	ZMO0199	35.9258	1033017	ZMO1_ZMO1013	-	-92	ZMO0199 (LexA)	TF homology
ZM4	1034932	1034933	ZMO0199	87.8138	1035038	ZMO1_ZMO1016	-	106	ZMO0199 (LexA)	TF homology
ZM4	1051093	1051094	ZMO0199	66.1157	1051024	argG	+	69	ZMO0199 (LexA)	TF homology
ZM4	1058887	1058888	ZMO0199	110.225	1058719	ZMO1_ZMOt023	+	168	ZMO0199 (LexA)	TF homology
ZM4	1079636	1079637	ZMO0199	551.143	1079542	pspC	+	94	ZMO0199 (LexA)	TF homology
ZM4	1087461	1087462	ZMO0199	5049.6	1087605	rimM	+	-144	ZMO0199 (LexA)	TF homology
ZM4	1088877	1088878	ZMO0199	441.061	1088839	rplS	+	38	ZMO0199 (LexA)	TF homology
ZM4	1094522	1094523	ZMO0199	210.484	1094691	bcsC	+	-169	ZMO0199 (LexA)	TF homology
ZM4	1098765	1098766	ZMO0199	75.8699	1098857	celA	+	-92	ZMO0199 (LexA)	TF homology
ZM4	1106801	1106802	ZMO0199	75.8808	1106728	ZMO1_ZMO1094	+	73	ZMO0199 (LexA)	TF homology
ZM4	1115299	1115300	ZMO0199	118.486	1115389	addA	-	90	ZMO0199 (LexA)	TF homology
ZM4	1129375	1129376	ZMO0199	6.85373	1129473	ndh	+	-98	ZMO0199 (LexA)	TF homology
ZM4	1129569	1129570	ZMO0199	117.734	1129473	ndh	+	96	ZMO0199 (LexA)	TF homology
ZM4	1132809	1132810	ZMO0199	19.559	1132932	gltD	+	-123	ZMO0199 (LexA)	TF homology
ZM4	1133076	1133077	ZMO0199	840.409	1132932	gltD	+	144	ZMO0199 (LexA)	TF homology
ZM4	1143314	1143315	ZMO0199	5833.35	1143161	ZMO1_ZMO1124	-	-153	ZMO0199 (LexA)	TF homology
ZM4	1151709	1151710	ZMO0199	2990.46	1151851	ZMO1_ZMO1134	+	-142	ZMO0199 (LexA)	TF homology
ZM4	1154169	1154170	ZMO0199	4.06875	1154148	ZMO1_ZMO1135	-	-21	ZMO0199 (LexA)	TF homology
ZM4	1154254	1154255	ZMO0199	31.8172	1154148	ZMO1_ZMO1135	-	-106	ZMO0199 (LexA)	TF homology
ZM4	1166225	1166226	ZMO0199	151.036	1166128	ZMO1_ZMO1147	-	-97	ZMO0199 (LexA)	TF homology
ZM4	1169203	1169204	ZMO0199	551.832	1169355	ZMO1_ZMO1148	-	152	ZMO0199 (LexA)	TF homology
ZM4	1173765	1173766	ZMO0199	30.251	1173703	frr	-	-62	ZMO0199 (LexA)	TF homology
ZM4	1176199	1176200	ZMO0199	278.14	1176351	rpsB	-	152	ZMO0199 (LexA)	TF homology
ZM4	1176643	1176644	ZMO0199	23112.2	1176606	ZMO1_ZMO2060	+	37	ZMO0199 (LexA)	TF homology
ZM4	1179201	1179202	ZMO0199	148.282	1179384	psd	-	183	ZMO0199 (LexA)	TF homology
ZM4	1183589	1183590	ZMO0199	2887.63	1183399	comF	-	-190	ZMO0199 (LexA)	TF homology
ZM4	1184634	1184635	ZMO0199	22590.7	1184541	recA	-	-93	ZMO0199 (LexA)	TF homology
ZM4	1200667	1200668	ZMO0199	380.778	1200732	ygcA	-	65	ZMO0199 (LexA)	TF homology
ZM4	1201986	1201987	ZMO0199	244.424	1202183	ZMO1_ZMO1180	-	197	ZMO0199 (LexA)	TF homology
ZM4	1212956	1212957	ZMO0199	1609.05	1212869	ubiB1	+	87	ZMO0199 (LexA)	TF homology
ZM4	1222761	1222762	ZMO0199	117.462	1222958	plsY	-	197	ZMO0199 (LexA)	TF homology
ZM4	1227409	1227410	ZMO0199	287.369	1227581	glyA	+	-172	ZMO0199 (LexA)	TF homology
ZM4	1228889	1228890	ZMO0199	206.089	1228875	nrdR	+	14	ZMO0199 (LexA)	TF homology
ZM4	1230888	1230889	ZMO0199	104.388	1230766	ZMO1_ZMO1205	-	-122	ZMO0199 (LexA)	TF homology
ZM4	1236275	1236276	ZMO0199	130.458	1236154	kup	-	-121	ZMO0199 (LexA)	TF homology
ZM4	1251291	1251292	ZMO0199	799.094	1251172	rpsR	+	119	ZMO0199 (LexA)	TF homology
ZM4	1253906	1253907	ZMO0199	765.41	1253957	recJ	+	-51	ZMO0199 (LexA)	TF homology
ZM4	1256113	1256114	ZMO0199	44.9369	1256093	ZMO1_ZMO1232	+	20	ZMO0199 (LexA)	TF homology
ZM4	1260933	1260934	ZMO0199	306.082	1260857	dxs1	-	-76	ZMO0199 (LexA)	TF homology
ZM4	1264591	1264592	ZMO0199	13829.6	1264477	ldhA	-	-114	ZMO0199 (LexA)	TF homology
ZM4	1265584	1265585	ZMO0199	14.9694	1265633	gpmA	-	49	ZMO0199 (LexA)	TF homology
ZM4	1275970	1275971	ZMO0199	346.385	1275799	ccmC	-	-171	ZMO0199 (LexA)	TF homology
ZM4	1278665	1278666	ZMO0199	913.186	1278835	ssuA	+	-170	ZMO0199 (LexA)	TF homology
ZM4	1289114	1289115	ZMO0199	27.9031	1289194	astD	+	-80	ZMO0199 (LexA)	TF homology
ZM4	1289333	1289334	ZMO0199	108.346	1289194	astD	+	139	ZMO0199 (LexA)	TF homology
ZM4	1310615	1310616	ZMO0199	236.72	1310622	ZMO1_ZMO2014	-	7	ZMO0199 (LexA)	TF homology
ZM4	1321886	1321887	ZMO0199	249.979	1321717	proC2	-	-169	ZMO0199 (LexA)	TF homology
ZM4	1338482	1338483	ZMO0199	200.926	1338475	ZMO1_ZMO1319	-	-7	ZMO0199 (LexA)	TF homology
ZM4	1352732	1352733	ZMO0199	83.455	1352707	wrbA	+	25	ZMO0199 (LexA)	TF homology
ZM4	1374724	1374725	ZMO0199	47.8153	1374914	ZMO1_ZMO2065	+	-190	ZMO0199 (LexA)	TF homology
ZM4	1377631	1377632	ZMO0199	83.182	1377727	ZMO1_ZMO2066	-	96	ZMO0199 (LexA)	TF homology
ZM4	1385376	1385377	ZMO0199	500.746	1385545	ZMO1_ZMO1370	+	-169	ZMO0199 (LexA)	TF homology
ZM4	1387879	1387880	ZMO0199	2321.77	1387826	ZMO1_ZMO1372	-	-53	ZMO0199 (LexA)	TF homology
ZM4	1390759	1390760	ZMO0199	223.366	1390769	rnc	-	10	ZMO0199 (LexA)	TF homology
ZM4	1396741	1396742	ZMO0199	1333.53	1396778	ZMO1_ZMO1382	+	-37	ZMO0199 (LexA)	TF homology
ZM4	1408453	1408454	ZMO0199	3329.71	1408440	ZMO1_ZMO1391	-	-13	ZMO0199 (LexA)	TF homology
ZM4	1412809	1412810	ZMO0199	1728.8	1412930	ZMO1_ZMO1396	-	121	ZMO0199 (LexA)	TF homology
ZM4	1413116	1413117	ZMO0199	1850.12	1412930	ZMO1_ZMO1396	-	-186	ZMO0199 (LexA)	TF homology
ZM4	1422253	1422254	ZMO0199	32.9544	1422091	asd	-	-162	ZMO0199 (LexA)	TF homology
ZM4	1443940	1443941	ZMO0199	62.9683	1444104	thiE2	-	164	ZMO0199 (LexA)	TF homology
ZM4	1448594	1448595	ZMO0199	1540.93	1448762	ZMO1_ZMO1430	-	168	ZMO0199 (LexA)	TF homology
ZM4	1455521	1455522	ZMO0199	74.9058	1455654	leuS	-	133	ZMO0199 (LexA)	TF homology
ZM4	1457106	1457107	ZMO0199	9274.05	1457144	ZMO1_ZMO1437	-	38	ZMO0199 (LexA)	TF homology
ZM4	1466897	1466898	ZMO0199	882.957	1466827	glyQ	-	-70	ZMO0199 (LexA)	TF homology
ZM4	1467337	1467338	ZMO0199	172.238	1467158	ZMO1_ZMO1447	+	179	ZMO0199 (LexA)	TF homology
ZM4	1470664	1470665	ZMO0199	93.4511	1470562	mtlD	-	-102	ZMO0199 (LexA)	TF homology
ZM4	1470882	1470883	ZMO0199	201.492	1470981	phrB	+	-99	ZMO0199 (LexA)	TF homology
ZM4	1475143	1475144	ZMO0199	70.8751	1475140	ZMO1_ZMO1455	+	3	ZMO0199 (LexA)	TF homology
ZM4	1475991	1475992	ZMO0199	54.4778	1476043	ZMO1_ZMO1456	+	-52	ZMO0199 (LexA)	TF homology
ZM4	1495629	1495630	ZMO0199	144.908	1495800	typA	-	171	ZMO0199 (LexA)	TF homology
ZM4	1502296	1502297	ZMO0199	91.2291	1502176	pgl	-	-120	ZMO0199 (LexA)	TF homology
ZM4	1516322	1516323	ZMO0199	15.7821	1516179	kdsA	-	-143	ZMO0199 (LexA)	TF homology
ZM4	1517074	1517075	ZMO0199	478.13	1516996	kdsB	-	-78	ZMO0199 (LexA)	TF homology
ZM4	1522829	1522830	ZMO0199	65.0951	1522632	ppc	+	197	ZMO0199 (LexA)	TF homology
ZM4	1527009	1527010	ZMO0199	125.669	1526929	ZMO1_ZMO1497	-	-80	ZMO0199 (LexA)	TF homology
ZM4	1529754	1529755	ZMO0199	13684.9	1529728	hisA	-	-26	ZMO0199 (LexA)	TF homology
ZM4	1532052	1532053	ZMO0199	3184.55	1531868	ZMO1_ZMO1506	+	184	ZMO0199 (LexA)	TF homology
ZM4	1533198	1533199	ZMO0199	60.3868	1533016	hisS	+	182	ZMO0199 (LexA)	TF homology
ZM4	1536362	1536363	ZMO0199	276.134	1536512	ZMO1_ZMO1511	+	-150	ZMO0199 (LexA)	TF homology
ZM4	1546807	1546808	ZMO0199	2117.4	1546928	ZMO1_ZMO1521	-	121	ZMO0199 (LexA)	TF homology
ZM4	1565753	1565754	ZMO0199	116.829	1565858	ZMO1_ZMO1533	+	-105	ZMO0199 (LexA)	TF homology
ZM4	1569022	1569023	ZMO0199	344.401	1569199	ZMO1_ZMO1536	-	177	ZMO0199 (LexA)	TF homology
ZM4	1573645	1573646	ZMO0199	407.722	1573656	dnaE	-	11	ZMO0199 (LexA)	TF homology
ZM4	1573967	1573968	ZMO0199	513.159	1574009	feoA	+	-42	ZMO0199 (LexA)	TF homology
ZM4	1586439	1586440	ZMO0199	52.3839	1586592	thiL	+	-153	ZMO0199 (LexA)	TF homology
ZM4	1618886	1618887	ZMO0199	96.7379	1618759	ZMO1_ZMOt039	-	-127	ZMO0199 (LexA)	TF homology
ZM4	1626166	1626167	ZMO0199	74.922	1626073	bfr2	+	93	ZMO0199 (LexA)	TF homology
ZM4	1627054	1627055	ZMO0199	18219.7	1627144	uvrA	+	-90	ZMO0199 (LexA)	TF homology
ZM4	1636103	1636104	ZMO0199	136.171	1636123	ZMO1_ZMO2074	-	20	ZMO0199 (LexA)	TF homology
ZM4	1648666	1648667	ZMO0199	234.483	1648591	ZMO1_ZMO1604	-	-75	ZMO0199 (LexA)	TF homology
ZM4	1651834	1651835	ZMO0199	302.075	1651895	ZMO1_ZMO1607	-	61	ZMO0199 (LexA)	TF homology
ZM4	1663392	1663393	ZMO0199	1432.6	1663575	dnaG	+	-183	ZMO0199 (LexA)	TF homology
ZM4	1665315	1665316	ZMO0199	693.24	1665462	rpoD	+	-147	ZMO0199 (LexA)	TF homology
ZM4	1676946	1676947	ZMO0199	29.8668	1676915	ZMO1_ZMO1631	-	-31	ZMO0199 (LexA)	TF homology
ZM4	1682116	1682117	ZMO0199	308.023	1682211	secB	+	-95	ZMO0199 (LexA)	TF homology
ZM4	1687577	1687578	ZMO0199	378.678	1687564	tyrS	+	13	ZMO0199 (LexA)	TF homology
ZM4	1697788	1697789	ZMO0199	411.143	1697899	ZMO1_ZMO1650	+	-111	ZMO0199 (LexA)	TF homology
ZM4	1717633	1717634	ZMO0199	37.6279	1717609	ubiB2	+	24	ZMO0199 (LexA)	TF homology
ZM4	1721642	1721643	ZMO0199	3173.69	1721630	ZMO1_ZMO1675	-	-12	ZMO0199 (LexA)	TF homology
ZM4	1742284	1742285	ZMO0199	93.4244	1742213	fabI	+	71	ZMO0199 (LexA)	TF homology
ZM4	1746813	1746814	ZMO0199	90.6449	1746651	ZMO1_ZMO1694	-	-162	ZMO0199 (LexA)	TF homology
ZM4	1748692	1748693	ZMO0199	1431.33	1748743	ZMO1_ZMO1697	+	-51	ZMO0199 (LexA)	TF homology
ZM4	1757447	1757448	ZMO0199	146.913	1757514	lon2	-	67	ZMO0199 (LexA)	TF homology
ZM4	1758602	1758603	ZMO0199	322.053	1758664	pyrE	+	-62	ZMO0199 (LexA)	TF homology
ZM4	1761205	1761206	ZMO0199	217.469	1761388	ZMO1_ZMO1711	+	-183	ZMO0199 (LexA)	TF homology
ZM4	1763461	1763462	ZMO0199	288.794	1763628	rpsU	-	167	ZMO0199 (LexA)	TF homology
ZM4	1770718	1770719	ZMO0199	97.1797	1770678	gloA3	-	-40	ZMO0199 (LexA)	TF homology
ZM4	1794401	1794402	ZMO0199	5697.19	1794289	ZMO1_ZMO1748	-	-112	ZMO0199 (LexA)	TF homology
ZM4	1796255	1796256	ZMO0199	2501.68	1796148	ZMO1_ZMO1750	-	-107	ZMO0199 (LexA)	TF homology
ZM4	1796959	1796960	ZMO0199	1338.6	1797110	ZMO1_ZMO1751	+	-151	ZMO0199 (LexA)	TF homology
ZM4	1797502	1797503	ZMO0199	120.867	1797542	ZMO1_ZMO1752	+	-40	ZMO0199 (LexA)	TF homology
ZM4	1798045	1798046	ZMO0199	7342.32	1798158	fpr	+	-113	ZMO0199 (LexA)	TF homology
ZM4	1801758	1801759	ZMO0199	49.8021	1801692	thyB	-	-66	ZMO0199 (LexA)	TF homology
ZM4	1802059	1802060	ZMO0199	3204.57	1802064	gntP	+	-5	ZMO0199 (LexA)	TF homology
ZM4	1826329	1826330	ZMO0199	67.9174	1826236	ZMO1_ZMO1778	-	-93	ZMO0199 (LexA)	TF homology
ZM4	1828371	1828372	ZMO0199	128.195	1828472	mscS3	-	101	ZMO0199 (LexA)	TF homology
ZM4	1831026	1831027	ZMO0199	136.465	1831127	mscS4	-	101	ZMO0199 (LexA)	TF homology
ZM4	1832636	1832637	ZMO0199	18072.8	1832586	ZMO1_ZMO1787	-	-50	ZMO0199 (LexA)	TF homology
ZM4	1849797	1849798	ZMO0199	609.971	1849886	ZMO1_ZMO1807	+	-89	ZMO0199 (LexA)	TF homology
ZM4	1855203	1855204	ZMO0199	281.831	1855047	rnfD	-	-156	ZMO0199 (LexA)	TF homology
ZM4	1861215	1861216	ZMO0199	60.348	1861167	nifA	+	48	ZMO0199 (LexA)	TF homology
ZM4	1868285	1868286	ZMO0199	52.5923	1868308	ZMO1_ZMO1822	-	23	ZMO0199 (LexA)	TF homology
ZM4	1877652	1877653	ZMO0199	5782.85	1877585	iscA	+	67	ZMO0199 (LexA)	TF homology
ZM4	1882320	1882321	ZMO0199	199.596	1882259	ZMO1_ZMO1838	-	-61	ZMO0199 (LexA)	TF homology
ZM4	1894345	1894346	ZMO0199	158.396	1894297	dapA2	-	-48	ZMO0199 (LexA)	TF homology
ZM4	1904035	1904036	ZMO0199	95.4065	1903908	ZMO1_ZMOt045	-	-127	ZMO0199 (LexA)	TF homology
ZM4	1917888	1917889	ZMO0199	112.275	1917760	ZMO1_ZMOt048	-	-128	ZMO0199 (LexA)	TF homology
ZM4	1922539	1922540	ZMO0199	54.9013	1922508	ZMO1_ZMO1867	-	-31	ZMO0199 (LexA)	TF homology
ZM4	1926135	1926136	ZMO0199	39.1976	1926188	nadA	-	53	ZMO0199 (LexA)	TF homology
ZM4	1940345	1940346	ZMO0199	130.318	1940416	ZMO1_ZMO1886	-	71	ZMO0199 (LexA)	TF homology
ZM4	1945613	1945614	ZMO0199	158.277	1945698	ZMO1_ZMO1892	-	85	ZMO0199 (LexA)	TF homology
ZM4	1951871	1951872	ZMO0199	440.162	1951817	fabH	-	-54	ZMO0199 (LexA)	TF homology
ZM4	1954458	1954459	ZMO0199	354.109	1954345	ZMO1_ZMO1901	-	-113	ZMO0199 (LexA)	TF homology
ZM4	1964231	1964232	ZMO0199	393.604	1964402	ychF	+	-171	ZMO0199 (LexA)	TF homology
ZM4	1973026	1973027	ZMO0199	1448.44	1973113	ZMO1_ZMO1920	+	-87	ZMO0199 (LexA)	TF homology
ZM4	1977093	1977094	ZMO0199	4.717	1977226	kpsS	-	133	ZMO0199 (LexA)	TF homology
ZM4	1977260	1977261	ZMO0199	25.9811	1977226	kpsS	-	-34	ZMO0199 (LexA)	TF homology
ZM4	1977775	1977776	ZMO0199	1459.76	1977631	ZMO1_ZMO1923	+	144	ZMO0199 (LexA)	TF homology
ZM4	1980141	1980142	ZMO0199	34.4757	1980071	ZMO1_ZMO1924	-	-70	ZMO0199 (LexA)	TF homology
ZM4	1994065	1994066	ZMO0199	13.4177	1994084	ZMO1_ZMO1934	-	19	ZMO0199 (LexA)	TF homology
ZM4	2013295	2013296	ZMO0199	448.066	2013483	mdh	-	188	ZMO0199 (LexA)	TF homology
ZM4	2030322	2030323	ZMO0199	339.262	2030131	ZMO1_ZMO1966	+	191	ZMO0199 (LexA)	TF homology
ZM4	2031208	2031209	ZMO0199	2084.96	2031146	blaP	+	62	ZMO0199 (LexA)	TF homology
ZM4	2034009	2034010	ZMO0199	75.7284	2033903	ZMO1_ZMO1969	-	-106	ZMO0199 (LexA)	TF homology
ZM4	2036456	2036457	ZMO0199	17702.1	2036564	ZMO1_ZMO1973	-	108	ZMO0199 (LexA)	TF homology
ZM4	2043025	2043026	ZMO0199	452.033	2043026	parA	-	1	ZMO0199 (LexA)	TF homology
ZM4	2045669	2045670	ZMO0199	1074.62	2045550	gidA	-	-119	ZMO0199 (LexA)	TF homology
ZM4	2045907	2045908	ZMO0199	6322.79	2045915	ZMO1_ZMO1983	+	-8	ZMO0199 (LexA)	TF homology
ZM4	2057924	2057925	ZMO0199	97.9957	2058037	hemE	-	113	ZMO0199 (LexA)	TF homology
pZM32	4545	4546	ZMO0199	230.183	4406	ZMO1_ZMOp32x002	+	139	ZMO0199 (LexA)	TF homology
pZM32	14510	14511	ZMO0199	381.415	14430	ZMO1_ZMOp32x012	+	80	ZMO0199 (LexA)	TF homology
pZM32	18215	18216	ZMO0199	41.6097	18312	ZMO1_ZMOp32x019	+	-97	ZMO0199 (LexA)	TF homology
pZM32	18415	18416	ZMO0199	1957.79	18312	ZMO1_ZMOp32x019	+	103	ZMO0199 (LexA)	TF homology
pZM32	23090	23091	ZMO0199	712.669	22899	ZMO1_ZMOp32x023	+	191	ZMO0199 (LexA)	TF homology
pZM33	4574	4575	ZMO0199	137.597	4539	ZMO1_ZMOp33x008	-	-35	ZMO0199 (LexA)	TF homology
pZM33	13398	13399	ZMO0199	54.8416	13531	ZMO1_ZMOp33x018	+	-133	ZMO0199 (LexA)	TF homology
pZM33	15317	15318	ZMO0199	75.8699	15161	ZMO1_ZMOp33x019	-	-156	ZMO0199 (LexA)	TF homology
pZM33	16614	16615	ZMO0199	70.9357	16573	ZMO1_ZMOp33x020	-	-41	ZMO0199 (LexA)	TF homology
pZM33	18983	18984	ZMO0199	75.8699	19135	ZMO1_ZMOp33x023	+	-152	ZMO0199 (LexA)	TF homology
pZM33	19117	19118	ZMO0199	391.495	19135	ZMO1_ZMOp33x023	+	-18	ZMO0199 (LexA)	TF homology
pZM36	7235	7236	ZMO0199	20856.4	7376	ZMO1_ZMOp36x010	+	-141	ZMO0199 (LexA)	TF homology
pZM36	13278	13279	ZMO0199	91.3325	13242	ZMO1_ZMOp36x016	+	36	ZMO0199 (LexA)	TF homology
pZM36	17796	17797	ZMO0199	90.1543	17663	ZMO1_ZMOp36x052	-	-133	ZMO0199 (LexA)	TF homology
pZM36	23456	23457	ZMO0199	35.9258	23502	ZMO1_ZMOp36x031	-	46	ZMO0199 (LexA)	TF homology
pZM36	28800	28801	ZMO0199	476.596	28793	ZMO1_ZMOp36x039	+	7	ZMO0199 (LexA)	TF homology
pZM36	31151	31152	ZMO0199	18.7948	31040	ZMO1_ZMOp36x041	-	-111	ZMO0199 (LexA)	TF homology
pZM36	33956	33957	ZMO0199	151.294	33799	ZMO1_ZMOp36x044	+	157	ZMO0199 (LexA)	TF homology
pZM39	3744	3745	ZMO0199	33.4064	3670	ZMO1_ZMOp39x007	+	74	ZMO0199 (LexA)	TF homology
pZM39	22366	22367	ZMO0199	54.8416	22275	ZMO1_ZMOp39x022	+	91	ZMO0199 (LexA)	TF homology
pZM39	23922	23923	ZMO0199	90.1543	23996	ZMO1_ZMOp39x025	-	74	ZMO0199 (LexA)	TF homology
pZM39	34917	34918	ZMO0199	95.4952	34876	ZMO1_ZMOp39x031	+	41	ZMO0199 (LexA)	TF homology
ZM4	4432	4433	ZMO0203	19.1594	4328	cysC	-	-104	ZMO0203 (MerR)	TF homology
ZM4	5586	5587	ZMO0203	1.98576	5769	cysN	-	183	ZMO0203 (MerR)	TF homology
